brightness_k,frp_mw,firms_confidence_pct,daynight,observation_count_7d,persistence_hours_7d,frp_trend_pct,industrial_proximity_km,refinery_proximity_km,mine_proximity_km,forest_proximity_km,cropland_proximity_km,population_5km,land_cover,label
335.26,60.93,89,1,11,18.92,22.04,19.37,81.17,2.04,29.97,25.16,67,Mining,Mining Activity
308.94,32.94,86,1,18,47.21,-7.61,27.9,85.99,0.77,53.75,31.05,133,Industrial,Mining Activity
362.49,8.85,96,1,8,152.76,-1.26,31.01,92.64,1.41,70.27,14.82,27,Industrial,Mining Activity
351.33,183.12,93,1,19,50.52,10.17,11.68,66.81,2.5,59.99,21.92,24,Mining,Mining Activity
359.6,73.4,90,1,17,117.23,5.5,30.57,12.05,1.21,62.54,78.2,469,Bare Land,Mining Activity
337.64,23.68,83,1,17,87.69,0.37,29.77,69.52,0.7,16.06,35.45,21,Industrial,Mining Activity
366.75,8.71,91,1,17,60.83,18.7,17.83,88.76,3.3,72.45,47.46,62,Mining,Mining Activity
342.06,60.95,89,0,10,89.49,-0.17,11.95,50.52,0.76,22.06,71.41,191,Bare Land,Mining Activity
337.03,16.9,87,1,5,60.15,7.29,8.86,69.17,0.87,69.78,67.2,20,Bare Land,Mining Activity
340.66,42.2,99,1,10,51.06,23.36,38.23,23.36,3.44,47.44,68.32,265,Bare Land,Mining Activity
339.25,13.62,88,1,6,156.75,17.47,36.87,62.42,0.27,57.49,70.62,33,Mining,Mining Activity
342.93,4.22,89,0,13,74.81,-4.19,29.19,77.52,1.48,25.7,68.63,29,Mining,Mining Activity
334.33,30.15,88,1,12,81.3,18.59,30.46,84.23,0.45,15.48,77.69,82,Industrial,Mining Activity
360.85,36.8,91,1,13,122.79,11.76,26.39,97.64,0.77,14.27,19.45,72,Industrial,Mining Activity
336.91,11.99,89,1,13,90.24,6.98,23.4,62.22,0.92,56.45,68.94,9,Mining,Mining Activity
349.41,8.68,93,1,8,34.61,16.77,11.98,71.59,3.36,54.75,71.46,72,Bare Land,Mining Activity
353.0,92.84,88,0,9,128.86,15.26,16.39,70.16,1.0,15.25,63.79,186,Mining,Mining Activity
334.84,38.11,87,1,7,127.89,-1.47,27.51,26.69,1.84,16.28,33.24,51,Bare Land,Mining Activity
354.05,15.87,87,1,7,136.87,25.24,13.11,55.94,2.51,6.65,24.72,133,Bare Land,Mining Activity
353.52,7.06,88,1,16,71.87,4.77,31.14,22.13,0.87,63.57,51.78,37,Bare Land,Mining Activity
340.11,9.02,92,1,6,137.83,33.05,39.0,33.5,2.66,17.62,14.25,72,Bare Land,Mining Activity
329.04,30.32,83,1,4,85.15,-1.98,31.02,78.53,0.29,76.72,75.78,64,Mining,Mining Activity
318.4,11.95,89,1,15,157.25,-2.96,15.76,12.29,1.24,57.93,5.73,14,Bare Land,Mining Activity
324.76,9.25,86,1,10,28.09,-1.75,23.08,99.0,0.45,28.21,9.38,116,Industrial,Mining Activity
325.3,47.84,100,1,6,35.94,-0.79,25.62,11.3,3.17,73.56,48.52,58,Industrial,Mining Activity
355.83,5.21,82,0,3,110.15,8.78,36.0,55.38,1.82,13.93,67.64,18,Industrial,Mining Activity
326.65,12.21,99,1,16,159.57,18.45,29.17,24.5,2.73,38.5,36.81,13,Industrial,Mining Activity
339.35,1.92,92,1,8,15.02,-1.38,34.4,85.59,2.8,74.43,45.19,21,Industrial,Mining Activity
351.11,19.52,90,1,11,106.51,-14.01,7.52,37.15,2.89,31.93,35.9,40,Industrial,Mining Activity
331.9,24.72,93,1,13,46.72,-0.92,12.14,19.75,3.39,39.73,25.27,51,Bare Land,Mining Activity
334.23,13.5,95,1,15,103.56,14.45,12.81,79.82,0.79,31.67,55.56,32,Bare Land,Mining Activity
327.31,12.71,93,1,9,134.84,3.47,28.12,30.63,3.03,41.27,20.92,17,Industrial,Mining Activity
329.61,33.13,90,1,16,48.94,4.68,15.98,90.06,1.32,54.74,50.65,148,Mining,Mining Activity
327.84,31.39,97,1,6,120.25,7.23,32.88,49.98,2.27,28.69,62.56,52,Bare Land,Mining Activity
351.33,34.21,93,1,10,160.19,37.3,12.73,30.03,1.54,57.18,26.64,26,Bare Land,Mining Activity
338.5,32.63,88,1,11,21.52,-4.16,15.1,85.25,0.91,44.63,32.86,21,Industrial,Mining Activity
319.14,4.58,89,0,15,143.49,7.15,19.43,97.87,1.6,50.8,16.95,86,Mining,Mining Activity
346.89,27.36,100,1,3,63.68,27.99,22.46,98.18,2.69,76.1,74.93,209,Bare Land,Mining Activity
351.04,1.93,81,1,12,51.37,31.32,30.69,94.33,1.96,12.05,79.6,25,Bare Land,Mining Activity
346.39,81.54,92,1,11,96.33,0.94,34.52,18.78,1.92,78.63,10.28,53,Mining,Mining Activity
337.7,17.43,77,1,17,45.75,11.66,22.32,81.16,1.42,61.98,69.11,92,Mining,Mining Activity
335.21,40.03,100,1,16,49.62,27.37,16.0,59.01,1.23,61.25,71.81,66,Industrial,Mining Activity
340.21,18.47,82,0,7,139.36,-5.44,34.22,86.53,2.35,50.59,35.89,129,Industrial,Mining Activity
332.4,7.69,89,0,10,29.14,-6.15,27.62,15.4,2.49,74.34,62.5,40,Bare Land,Mining Activity
323.08,22.71,82,1,14,36.88,-6.8,10.63,84.45,1.54,13.83,39.0,318,Industrial,Mining Activity
354.41,31.62,88,1,16,158.37,7.44,35.42,62.48,2.63,34.41,22.25,197,Mining,Mining Activity
313.55,113.74,99,1,17,144.33,-7.1,17.78,16.18,1.45,61.54,62.9,11,Bare Land,Mining Activity
317.99,21.57,92,1,19,122.78,-9.93,29.15,87.88,0.93,45.62,78.64,102,Bare Land,Mining Activity
365.43,11.79,94,1,16,111.41,21.54,38.99,73.65,1.58,23.91,55.28,16,Bare Land,Mining Activity
354.06,12.57,73,1,6,28.44,8.42,32.83,84.82,3.35,31.58,30.13,18,Industrial,Mining Activity
347.8,77.36,90,0,6,110.19,16.7,13.17,75.74,2.59,54.1,11.45,2,Mining,Mining Activity
335.92,29.8,86,1,11,129.14,5.05,39.01,40.07,1.84,73.58,6.83,205,Industrial,Mining Activity
363.47,32.88,100,1,3,75.25,-3.66,16.64,74.88,0.56,78.64,17.65,29,Bare Land,Mining Activity
352.05,327.32,92,1,8,138.19,21.54,12.46,72.86,1.48,46.82,41.7,16,Bare Land,Mining Activity
348.77,2.21,93,1,12,26.15,-2.74,24.96,44.79,2.58,32.55,39.71,61,Bare Land,Mining Activity
367.0,22.09,92,1,16,23.52,14.16,13.11,23.93,3.37,6.41,29.24,180,Mining,Mining Activity
327.13,6.93,96,1,7,46.82,4.82,34.93,71.74,1.58,39.85,39.59,27,Mining,Mining Activity
314.47,21.93,83,1,17,81.47,14.26,14.26,18.27,2.58,55.18,23.4,79,Bare Land,Mining Activity
335.01,117.64,91,1,18,104.04,-3.17,6.38,97.36,0.95,24.01,30.2,52,Mining,Mining Activity
302.87,4.89,87,1,6,76.47,25.88,6.08,41.39,2.24,27.05,26.18,68,Mining,Mining Activity
364.42,13.41,97,1,8,34.97,-0.62,5.71,94.91,0.31,33.04,77.71,6,Industrial,Mining Activity
367.0,9.42,85,1,13,116.99,16.3,15.72,72.84,0.18,14.55,52.99,40,Industrial,Mining Activity
339.23,9.11,92,1,7,113.16,28.82,20.99,85.5,2.87,60.42,58.75,192,Mining,Mining Activity
354.94,15.83,89,1,8,120.66,0.62,35.81,41.54,3.4,51.18,25.72,229,Mining,Mining Activity
325.44,10.69,88,1,20,106.25,15.38,37.34,99.54,0.6,11.02,41.9,165,Industrial,Mining Activity
347.84,125.99,92,1,18,123.7,-0.12,9.7,88.04,3.17,9.41,21.92,87,Mining,Mining Activity
316.13,22.7,90,1,10,129.59,9.33,18.39,30.88,0.63,38.67,14.47,61,Mining,Mining Activity
320.85,16.76,85,1,18,66.67,14.58,10.95,85.42,0.91,48.4,24.75,7,Industrial,Mining Activity
333.58,63.23,94,1,7,98.96,12.3,6.83,54.24,0.45,29.86,76.54,115,Industrial,Mining Activity
326.06,2.73,96,1,14,29.19,19.61,38.47,53.83,0.26,51.2,7.13,13,Industrial,Mining Activity
365.86,131.65,81,1,6,86.32,15.86,2.7,68.56,2.42,49.69,68.24,8,Industrial,Mining Activity
334.19,12.95,87,1,8,131.3,11.96,33.73,12.26,2.16,34.48,35.82,20,Mining,Mining Activity
343.14,11.56,91,1,4,132.83,20.85,39.33,68.89,0.22,41.94,27.7,69,Industrial,Mining Activity
344.23,11.21,87,1,20,108.9,-1.5,19.76,29.87,3.01,30.27,79.08,15,Mining,Mining Activity
364.4,13.18,96,1,18,151.03,15.41,3.93,65.39,1.82,43.75,77.19,145,Bare Land,Mining Activity
343.0,20.69,90,1,14,63.51,11.33,37.65,10.58,0.89,64.51,16.33,78,Mining,Mining Activity
317.73,1.55,83,1,19,60.29,14.45,35.61,53.56,1.8,16.45,41.05,28,Mining,Mining Activity
364.73,22.32,96,1,5,94.93,9.88,8.97,75.95,1.47,13.68,10.26,94,Industrial,Mining Activity
346.33,5.78,92,0,17,103.88,27.02,26.13,49.91,2.67,56.84,17.15,38,Mining,Mining Activity
322.78,11.96,93,0,15,31.46,22.48,34.34,32.23,2.69,33.66,22.37,63,Industrial,Mining Activity
338.48,9.83,87,1,14,73.09,2.46,34.41,34.03,1.58,9.99,18.12,65,Mining,Mining Activity
322.96,14.27,86,1,18,75.85,-2.1,28.27,21.42,2.82,49.09,65.8,94,Industrial,Mining Activity
347.64,12.19,100,0,15,163.59,18.4,32.64,42.57,0.92,53.49,42.81,10,Mining,Mining Activity
319.44,12.57,97,1,5,60.68,10.38,38.14,23.91,2.62,45.06,69.3,424,Mining,Mining Activity
338.67,50.44,84,1,11,77.99,5.24,11.06,81.54,0.66,38.64,66.19,96,Bare Land,Mining Activity
340.36,16.97,96,1,7,87.61,-1.67,25.31,40.03,3.27,54.62,30.3,41,Bare Land,Mining Activity
345.68,4.46,85,0,18,43.88,13.91,4.2,34.19,0.65,44.74,54.86,86,Industrial,Mining Activity
344.78,7.3,89,1,7,118.92,10.53,9.04,87.85,1.69,23.26,72.73,92,Mining,Mining Activity
352.31,147.21,86,1,9,30.71,6.42,21.95,18.65,2.07,33.11,5.34,97,Mining,Mining Activity
329.58,6.86,87,1,6,34.11,14.01,37.66,99.8,1.4,18.91,34.62,368,Bare Land,Mining Activity
342.77,60.63,83,1,17,118.7,16.93,20.97,47.17,0.93,58.02,50.69,47,Bare Land,Mining Activity
342.64,36.06,98,0,11,135.93,14.32,30.12,90.3,3.14,36.48,57.79,130,Bare Land,Mining Activity
323.04,14.02,92,1,5,127.25,5.2,32.4,51.95,1.4,20.11,40.74,16,Mining,Mining Activity
352.5,43.3,89,1,4,153.49,33.59,32.72,76.98,1.76,72.58,14.87,30,Industrial,Mining Activity
353.79,2.87,77,1,8,122.08,0.61,8.61,26.94,1.48,14.14,12.59,146,Bare Land,Mining Activity
343.59,35.94,87,1,6,64.0,7.09,33.9,10.27,2.76,70.77,43.16,250,Industrial,Mining Activity
343.71,60.82,74,1,7,105.61,-4.27,2.79,79.5,0.51,35.35,67.61,54,Bare Land,Mining Activity
356.75,192.34,92,1,12,82.24,18.43,16.65,22.21,0.81,77.62,50.48,65,Bare Land,Mining Activity
367.0,71.39,80,1,20,101.9,7.3,18.66,16.98,0.32,31.44,21.31,64,Industrial,Mining Activity
346.85,70.41,79,1,16,164.65,21.05,3.89,87.46,1.88,36.07,63.64,10,Mining,Mining Activity
340.31,18.56,85,1,3,55.7,-8.95,30.36,20.95,0.81,48.31,43.83,221,Mining,Mining Activity
349.88,8.51,97,1,12,47.2,11.43,17.28,24.44,1.9,37.46,57.59,339,Industrial,Mining Activity
353.21,11.78,89,0,16,155.74,11.47,28.97,59.94,0.4,57.56,23.03,76,Bare Land,Mining Activity
351.83,22.17,97,1,17,27.42,5.96,11.85,26.57,2.92,29.88,67.46,48,Industrial,Mining Activity
355.5,40.07,85,1,4,15.91,-22.54,24.66,51.07,1.46,63.88,5.36,7,Mining,Mining Activity
308.75,81.74,83,0,13,110.23,8.56,36.38,90.4,2.8,21.57,35.94,109,Mining,Mining Activity
333.62,94.15,100,1,14,95.82,19.05,19.28,36.01,1.36,14.14,57.89,46,Mining,Mining Activity
347.73,54.38,86,1,5,164.62,14.09,7.03,77.79,1.27,12.82,61.37,121,Industrial,Mining Activity
325.51,13.0,100,1,6,29.6,-0.95,7.35,34.09,3.28,77.74,40.16,103,Mining,Mining Activity
360.78,67.13,92,1,9,40.21,-0.25,38.61,94.91,0.17,67.46,63.01,37,Mining,Mining Activity
366.17,31.18,98,1,16,95.39,-13.75,29.72,49.58,1.58,71.93,52.64,50,Bare Land,Mining Activity
348.27,57.99,92,0,15,135.72,-2.88,12.75,66.76,3.41,27.57,27.67,72,Mining,Mining Activity
339.05,36.5,100,1,3,144.42,7.83,33.58,46.81,1.65,40.96,8.22,61,Mining,Mining Activity
348.52,33.14,76,1,16,33.81,12.21,27.73,21.93,2.98,42.75,43.88,84,Industrial,Mining Activity
367.0,45.03,95,1,17,157.79,21.66,29.61,89.22,1.16,57.55,28.53,93,Bare Land,Mining Activity
341.58,9.27,85,1,8,49.97,17.3,16.69,63.55,1.94,77.58,11.62,21,Bare Land,Mining Activity
348.89,15.33,91,1,6,15.36,10.51,32.62,77.0,0.65,10.45,69.63,130,Industrial,Mining Activity
341.01,40.75,84,0,18,35.1,15.75,34.66,66.63,1.75,64.48,53.0,70,Industrial,Mining Activity
343.31,43.13,89,1,18,44.07,4.16,25.53,44.45,0.41,65.48,40.98,105,Mining,Mining Activity
361.21,16.35,94,1,8,152.98,4.66,7.35,91.2,1.9,76.03,44.33,152,Bare Land,Mining Activity
350.3,78.23,85,1,18,90.73,-0.65,32.41,45.75,3.08,21.99,40.1,40,Mining,Mining Activity
328.3,17.39,79,1,17,21.14,25.53,38.41,28.03,2.0,43.47,5.84,38,Bare Land,Mining Activity
364.47,12.32,100,1,14,147.15,11.82,36.66,28.08,3.02,34.43,33.06,26,Bare Land,Mining Activity
331.86,19.5,94,1,6,32.31,4.95,6.88,48.86,0.3,56.25,76.62,53,Mining,Mining Activity
325.49,5.63,83,1,20,34.42,11.21,26.4,72.82,2.41,53.41,44.84,382,Industrial,Mining Activity
358.89,23.04,84,1,19,28.13,7.73,38.83,43.34,2.59,13.26,12.0,84,Industrial,Mining Activity
359.06,24.89,100,1,16,26.19,26.21,7.67,68.91,1.37,11.93,63.7,30,Industrial,Mining Activity
337.52,3.14,100,1,5,74.86,6.21,6.64,14.06,2.41,65.9,21.11,38,Mining,Mining Activity
350.41,56.48,83,1,9,120.66,1.38,38.65,97.27,2.97,64.4,30.72,69,Industrial,Mining Activity
356.98,30.22,84,1,4,59.44,26.12,3.3,30.89,1.65,74.0,52.89,20,Mining,Mining Activity
354.04,6.22,99,1,12,144.16,17.17,9.99,93.02,1.93,50.98,64.78,90,Mining,Mining Activity
347.52,3.06,89,0,5,163.45,12.23,13.95,42.06,1.9,78.11,50.31,52,Industrial,Mining Activity
341.76,14.83,95,1,3,90.95,11.85,26.88,46.63,2.61,32.04,25.24,35,Bare Land,Mining Activity
347.5,24.35,88,1,17,83.42,23.26,21.05,29.39,0.68,29.63,47.21,10,Bare Land,Mining Activity
358.86,5.17,88,1,13,145.97,4.47,4.99,19.72,3.38,77.27,65.93,12,Industrial,Mining Activity
334.31,453.26,82,1,14,115.68,11.6,32.69,93.92,2.02,56.81,57.44,57,Industrial,Mining Activity
340.9,29.41,93,1,20,161.21,6.83,38.88,54.6,3.34,50.77,56.27,41,Bare Land,Mining Activity
329.14,29.15,95,1,11,66.86,16.1,15.57,74.65,2.44,9.89,41.37,42,Bare Land,Mining Activity
349.47,31.31,85,1,11,157.05,13.31,4.17,86.78,1.61,42.31,9.81,46,Mining,Mining Activity
345.28,112.21,99,1,7,109.12,21.29,32.43,86.38,0.43,8.62,54.26,10,Industrial,Mining Activity
350.7,10.25,82,1,18,133.2,14.18,18.68,43.79,1.63,79.96,72.27,135,Mining,Mining Activity
325.37,61.68,86,1,18,98.49,8.41,17.26,66.11,1.5,13.29,44.57,29,Industrial,Mining Activity
337.84,5.46,87,1,17,89.1,18.44,17.2,9.73,1.37,68.77,55.37,9,Mining,Mining Activity
349.59,151.42,99,1,8,69.16,4.47,12.65,40.01,1.24,39.17,22.72,121,Mining,Mining Activity
349.41,246.57,90,1,16,98.28,10.07,6.86,46.87,2.36,72.54,76.47,206,Industrial,Mining Activity
308.51,83.86,90,1,5,130.11,10.04,27.78,57.96,3.01,54.53,42.89,187,Bare Land,Mining Activity
329.32,31.35,90,0,17,112.05,6.74,31.7,78.49,1.17,53.2,13.35,22,Industrial,Mining Activity
358.23,18.07,97,1,13,59.09,18.58,35.68,79.31,2.92,9.24,73.08,107,Bare Land,Mining Activity
352.64,30.59,96,1,14,129.2,11.75,19.24,86.39,2.04,25.65,49.13,18,Bare Land,Mining Activity
367.0,30.75,94,1,8,155.67,10.07,10.85,57.7,2.33,23.49,8.65,39,Mining,Mining Activity
356.16,91.78,76,1,8,24.31,15.26,28.44,23.62,3.1,73.16,66.61,53,Bare Land,Mining Activity
340.28,19.74,91,1,13,49.55,-11.97,37.58,31.69,1.66,78.68,68.44,99,Bare Land,Mining Activity
349.92,0.98,88,1,13,148.19,13.13,22.12,8.65,1.12,15.66,77.95,17,Bare Land,Mining Activity
347.87,247.62,97,1,11,26.11,5.66,18.14,33.9,1.92,14.66,57.07,346,Industrial,Mining Activity
353.89,10.57,83,1,15,126.48,22.32,10.93,67.29,1.19,25.69,47.03,40,Industrial,Mining Activity
348.4,2.93,86,0,17,104.81,7.95,14.15,29.8,0.51,39.51,37.84,8,Bare Land,Mining Activity
352.76,27.11,78,1,10,145.51,-1.28,13.32,97.11,1.8,9.39,20.67,29,Mining,Mining Activity
314.11,25.1,97,1,16,101.12,26.48,14.09,39.52,3.05,77.44,40.0,327,Mining,Mining Activity
333.62,6.06,99,0,8,95.17,17.95,22.71,41.57,0.14,56.85,78.23,77,Industrial,Mining Activity
315.12,42.96,90,1,16,41.7,-4.4,27.64,42.88,1.15,77.26,20.02,251,Mining,Mining Activity
357.99,29.81,82,0,3,107.07,-3.09,12.28,78.72,0.57,8.69,61.57,75,Industrial,Mining Activity
356.71,41.7,89,1,15,17.94,8.87,24.05,47.61,0.8,68.21,30.47,146,Mining,Mining Activity
332.64,9.52,85,1,11,46.03,6.42,2.76,59.17,0.2,35.84,66.14,340,Mining,Mining Activity
337.6,18.32,100,1,17,92.12,16.52,33.73,13.1,0.54,24.88,57.84,32,Bare Land,Mining Activity
337.33,12.47,89,1,17,145.77,30.23,25.08,52.23,1.9,27.13,63.01,12,Industrial,Mining Activity
342.49,54.07,85,1,18,93.42,5.21,21.37,32.88,2.47,21.11,33.35,16,Mining,Mining Activity
324.83,21.49,97,1,19,103.2,18.01,6.56,38.8,0.14,34.57,25.39,262,Industrial,Mining Activity
315.55,149.16,89,1,4,129.17,3.21,10.01,45.73,2.91,27.04,17.23,34,Bare Land,Mining Activity
334.66,47.15,85,0,7,119.21,-12.11,21.01,32.45,2.34,33.76,70.48,50,Industrial,Mining Activity
358.55,24.59,94,1,18,116.94,-10.23,34.43,50.46,1.45,52.74,45.54,61,Bare Land,Mining Activity
358.34,13.81,90,0,11,80.34,8.06,9.81,65.44,1.37,18.22,23.05,41,Industrial,Mining Activity
340.15,44.46,88,1,5,18.24,9.86,24.27,83.73,2.5,16.36,46.98,26,Mining,Mining Activity
324.8,93.17,86,0,19,76.1,7.32,13.56,12.01,0.93,39.54,32.22,119,Bare Land,Mining Activity
328.25,4.32,81,1,19,120.34,11.52,14.86,69.36,2.86,79.67,52.39,68,Bare Land,Mining Activity
315.52,12.55,83,0,19,43.11,21.38,33.76,59.16,0.45,63.78,41.6,111,Industrial,Mining Activity
339.97,17.95,98,1,3,59.14,-5.75,19.83,92.63,0.32,19.07,23.68,65,Bare Land,Mining Activity
362.28,13.43,89,1,13,79.69,7.25,13.45,60.32,3.29,45.9,32.24,18,Bare Land,Mining Activity
367.0,11.41,93,1,7,164.79,-13.91,20.25,64.51,0.75,76.21,6.77,135,Industrial,Mining Activity
364.26,90.21,96,1,15,65.73,39.8,3.64,70.26,2.1,52.1,41.47,24,Mining,Mining Activity
341.84,9.2,90,1,4,66.29,1.18,5.53,94.1,0.9,36.09,41.78,11,Bare Land,Mining Activity
323.87,63.88,87,1,12,84.56,10.74,11.76,29.44,1.18,31.16,57.96,31,Mining,Mining Activity
338.74,58.4,92,1,13,38.05,-1.66,16.66,74.89,2.01,34.93,70.74,47,Mining,Mining Activity
346.83,102.37,79,1,10,103.11,1.9,2.81,18.15,2.56,34.4,53.02,37,Bare Land,Mining Activity
317.02,9.17,100,1,5,46.97,28.51,28.17,11.47,2.4,60.06,71.86,55,Bare Land,Mining Activity
339.9,46.37,100,1,6,12.81,-4.61,28.61,87.13,1.32,28.54,19.55,89,Industrial,Mining Activity
343.48,65.11,85,1,16,86.05,-7.9,34.62,85.98,3.16,23.13,25.94,26,Mining,Mining Activity
325.3,20.0,72,1,18,130.6,23.96,9.78,40.72,0.8,42.8,41.35,44,Mining,Mining Activity
365.88,48.63,94,1,12,91.54,10.04,36.54,53.6,2.23,43.99,29.44,17,Industrial,Mining Activity
349.54,26.8,94,0,10,47.02,7.94,21.39,67.62,0.76,65.71,9.24,214,Industrial,Mining Activity
339.87,22.49,93,1,12,103.76,6.72,8.14,95.56,0.64,48.91,22.53,56,Mining,Mining Activity
314.35,8.55,100,1,13,163.27,3.24,39.7,49.94,2.88,47.91,79.02,34,Industrial,Mining Activity
333.23,13.65,77,1,14,166.79,11.03,2.36,38.03,0.21,19.41,46.2,30,Industrial,Mining Activity
367.0,7.67,90,1,8,120.87,4.56,8.13,8.87,3.32,24.88,22.95,136,Mining,Mining Activity
323.16,30.81,75,0,3,76.56,19.65,28.13,80.5,2.33,73.04,74.67,33,Industrial,Mining Activity
336.6,5.26,99,1,7,81.59,15.71,11.72,12.2,0.66,8.97,33.91,26,Mining,Mining Activity
355.37,18.03,91,1,11,165.26,-8.37,9.9,89.78,1.03,56.34,53.08,52,Bare Land,Mining Activity
304.28,22.68,88,0,19,72.6,30.23,25.8,36.85,1.22,39.75,60.01,97,Mining,Mining Activity
367.0,3.12,94,1,11,115.89,12.97,21.91,98.06,3.14,38.28,52.72,193,Industrial,Mining Activity
342.86,56.25,94,1,16,42.19,26.69,32.89,13.87,1.7,17.51,5.05,168,Mining,Mining Activity
353.04,12.69,94,1,19,30.55,17.32,13.94,76.81,2.49,42.64,63.0,15,Mining,Mining Activity
365.5,34.3,90,1,14,158.42,9.08,30.07,17.29,2.75,35.31,72.2,24,Mining,Mining Activity
367.0,32.43,91,1,10,13.58,11.46,17.32,42.32,2.44,44.71,23.23,64,Industrial,Mining Activity
343.31,43.1,91,1,14,71.6,8.85,18.55,21.4,3.07,24.3,10.51,68,Mining,Mining Activity
338.16,145.36,89,1,8,35.36,6.74,14.49,57.7,1.2,9.07,65.59,71,Industrial,Mining Activity
353.27,70.54,92,1,20,134.19,15.23,22.73,26.29,2.08,60.93,59.19,14,Industrial,Mining Activity
342.23,48.93,89,1,14,113.1,10.4,21.26,20.46,2.17,64.72,75.27,10,Mining,Mining Activity
353.19,19.01,74,1,12,81.37,13.32,3.47,91.12,2.18,41.62,27.98,13,Bare Land,Mining Activity
304.73,65.12,92,1,12,73.72,12.92,20.33,88.83,2.24,54.37,20.42,25,Industrial,Mining Activity
367.0,21.73,88,1,17,60.62,-2.09,5.04,51.34,3.48,44.64,51.56,43,Bare Land,Mining Activity
317.11,44.84,81,1,17,27.66,28.63,10.28,33.93,2.68,21.32,27.0,5,Industrial,Mining Activity
342.09,16.65,89,1,5,66.08,9.98,32.07,48.74,0.12,71.54,38.02,140,Mining,Mining Activity
349.49,24.23,91,1,5,30.27,16.51,36.61,79.08,1.35,52.46,58.81,21,Bare Land,Mining Activity
338.63,59.08,85,1,20,77.98,4.34,11.04,60.03,2.04,5.48,22.06,20,Bare Land,Mining Activity
360.21,34.69,94,1,7,29.73,3.74,23.87,73.65,0.38,76.51,25.83,70,Industrial,Mining Activity
362.18,31.6,86,1,9,106.99,14.59,32.82,44.36,3.37,11.44,66.41,50,Mining,Mining Activity
352.66,21.28,88,1,10,83.93,14.84,36.13,91.71,0.78,44.21,28.42,150,Bare Land,Mining Activity
348.53,10.1,99,1,10,49.66,30.86,16.91,23.62,2.11,7.48,44.93,32,Mining,Mining Activity
337.21,17.74,90,0,12,125.0,-10.88,28.07,99.1,2.0,71.65,37.96,47,Bare Land,Mining Activity
326.02,37.07,84,1,6,124.31,11.89,39.73,76.16,0.87,32.54,18.86,108,Mining,Mining Activity
363.19,9.78,81,0,5,41.57,2.75,12.97,90.01,0.99,21.47,17.71,41,Bare Land,Mining Activity
365.37,30.95,89,0,15,159.97,-2.59,28.0,86.09,2.93,36.77,79.75,74,Industrial,Mining Activity
367.0,3.72,84,1,19,91.85,17.27,24.18,62.9,1.61,43.78,11.58,82,Industrial,Mining Activity
359.41,34.62,92,1,13,149.74,27.73,15.94,75.52,3.3,51.29,31.25,6,Mining,Mining Activity
347.52,9.24,93,1,10,134.76,14.52,30.08,64.59,2.82,40.81,28.45,131,Bare Land,Mining Activity
357.02,34.34,99,1,8,143.83,15.93,33.6,33.98,2.01,75.02,43.99,21,Industrial,Mining Activity
343.29,46.42,92,1,3,107.45,22.76,17.23,18.0,3.44,10.34,53.59,57,Mining,Mining Activity
358.59,100.08,79,1,6,141.73,-0.31,33.05,93.58,3.34,15.55,48.04,124,Bare Land,Mining Activity
342.02,41.37,87,1,8,106.24,10.78,28.72,22.12,3.35,30.08,50.02,14,Industrial,Mining Activity
339.93,28.67,78,0,8,13.43,8.44,9.6,82.54,2.22,41.8,8.5,241,Mining,Mining Activity
332.89,4.27,83,1,15,162.32,13.46,20.0,89.17,0.71,58.24,10.82,7,Bare Land,Mining Activity
338.01,7.56,84,1,4,89.22,6.53,17.51,72.99,1.65,15.03,19.34,37,Bare Land,Mining Activity
331.61,11.03,89,1,15,62.75,4.72,29.17,34.26,3.21,16.21,54.99,223,Bare Land,Mining Activity
356.94,19.93,90,0,9,113.59,-6.85,29.99,8.97,1.64,23.77,26.57,38,Industrial,Mining Activity
353.71,18.74,82,1,19,49.05,2.21,36.77,44.5,2.99,39.34,7.82,38,Mining,Mining Activity
337.12,7.09,98,1,11,76.04,9.12,30.78,14.77,2.9,58.99,15.76,40,Bare Land,Mining Activity
345.31,19.98,88,1,18,154.59,14.99,34.89,68.03,2.9,68.69,69.28,50,Mining,Mining Activity
325.25,39.04,99,1,14,41.43,14.39,20.7,39.1,2.72,71.38,36.46,31,Industrial,Mining Activity
341.98,9.47,94,0,18,67.6,21.32,19.85,38.76,2.49,59.36,19.99,33,Bare Land,Mining Activity
335.53,8.14,95,0,10,113.43,-2.65,15.28,65.49,2.58,32.52,75.74,53,Bare Land,Mining Activity
344.5,23.07,83,1,20,16.16,30.59,19.3,94.23,0.15,34.24,23.64,132,Bare Land,Mining Activity
331.32,4.51,84,1,4,26.02,23.16,12.42,17.75,1.52,7.93,48.93,21,Mining,Mining Activity
312.63,22.54,97,1,18,13.18,13.54,33.61,84.85,0.53,79.45,5.98,64,Industrial,Mining Activity
325.67,28.51,87,1,17,79.75,26.71,15.52,58.22,1.18,17.29,14.52,136,Industrial,Mining Activity
340.04,7.42,92,1,14,45.17,-2.4,10.29,93.42,1.92,66.33,69.58,250,Industrial,Mining Activity
353.24,105.88,86,1,19,117.96,8.14,5.7,32.16,0.36,73.34,26.92,17,Industrial,Mining Activity
339.23,44.49,100,0,6,24.78,18.46,38.73,10.02,0.76,16.48,28.86,33,Bare Land,Mining Activity
354.65,46.74,90,1,14,103.16,-5.81,11.74,96.48,2.23,5.6,23.54,187,Mining,Mining Activity
